document_count,evaluation_method,scoring_type,field_name,stats_name,tp,fp,fn,tn,accuracy,precision,recall,f1,jaccard
10,exact,partial_set,affiliation_text,None,0,0,23,3376,0.9932333039129155,0,0.0,0,0.0
10,exact,partial_set,affiliation_strings,None,2,19,5,3373,0.9929390997352162,0.09523809523809523,0.2857142857142857,0.14285714285714285,0.07692307692307693
10,exact,partial_set,affiliation_label,None,0,0,20,3379,0.9941159164460135,0,0.0,0,0.0
10,exact,partial_set,affiliation_institution,None,5,15,1,3378,0.9952927331568108,0.25,0.8333333333333334,0.3846153846153846,0.23809523809523808
10,exact,partial_set,affiliation_country,None,2,12,2,3383,0.9958811415122095,0.14285714285714285,0.5,0.22222222222222224,0.125
10,exact,partial_set,body_section_titles,None,60,12,7,3320,0.9944101206237128,0.8333333333333334,0.8955223880597015,0.8633093525179857,0.759493670886076
10,exact,partial_set,table_labels,None,6,9,2,3382,0.9967637540453075,0.4,0.75,0.5217391304347827,0.35294117647058826
10,exact,partial_set,table_captions,None,6,12,1,3380,0.9961753456899088,0.3333333333333333,0.8571428571428571,0.48,0.3157894736842105
10,exact,partial_set,table_label_captions,None,4,15,1,3379,0.9952927331568108,0.21052631578947367,0.8,0.3333333333333333,0.2
10,exact,partial_set,figure_labels,None,3,17,8,3371,0.9926448955575169,0.15,0.2727272727272727,0.19354838709677416,0.10714285714285714
10,exact,partial_set,figure_captions,None,7,19,8,3365,0.9920564872021183,0.2692307692307692,0.4666666666666667,0.3414634146341463,0.20588235294117646
