document_count,evaluation_method,scoring_type,field_name,stats_name,tp,fp,fn,tn,accuracy,precision,recall,f1,jaccard
10,levenshtein,string,abstract,None,4,3,2,186,0.9743589743589743,0.5714285714285714,0.6666666666666666,0.6153846153846153,0.4444444444444444
10,levenshtein,string,first_author_surname,None,0,0,10,185,0.9487179487179487,0,0.0,0,0.0
10,levenshtein,string,corresp_author_surnames,None,0,0,1,194,0.9948717948717949,0,0.0,0,0.0
10,levenshtein,string,first_author_given_name,None,0,0,10,185,0.9487179487179487,0,0.0,0,0.0
10,levenshtein,string,corresp_author_given_names,None,0,0,1,194,0.9948717948717949,0,0.0,0,0.0
10,levenshtein,string,first_author_full_name,None,5,5,0,185,0.9743589743589743,0.5,1.0,0.6666666666666666,0.5
10,levenshtein,string,corresp_author_full_names,None,0,0,1,194,0.9948717948717949,0,0.0,0,0.0
10,levenshtein,string,corresp_author_emails,None,0,0,0,195,1.0,0,0,0,0
10,levenshtein,string,first_body_section_paragraph,None,5,5,0,185,0.9743589743589743,0.5,1.0,0.6666666666666666,0.5
10,levenshtein,string,acknowledgement,None,0,0,7,188,0.9641025641025641,0,0.0,0,0.0
10,levenshtein,string,first_back_section_paragraph,None,0,0,9,186,0.9538461538461539,0,0.0,0,0.0
10,levenshtein,string,first_reference_text,None,10,0,0,185,1.0,1.0,1.0,1.0,1.0
10,levenshtein,string,first_reference_title,None,7,0,0,188,1.0,1.0,1.0,1.0,1.0
10,levenshtein,string,first_reference_year,None,7,3,0,185,0.9846153846153847,0.7,1.0,0.8235294117647058,0.7
10,levenshtein,string,first_reference_source,None,6,4,0,185,0.9794871794871794,0.6,1.0,0.7499999999999999,0.6
10,levenshtein,string,first_reference_publication_type,None,0,0,10,185,0.9487179487179487,0,0.0,0,0.0
10,levenshtein,string,first_reference_volume,None,6,2,0,187,0.9897435897435898,0.75,1.0,0.8571428571428571,0.75
10,levenshtein,string,first_reference_fpage,None,6,2,0,187,0.9897435897435898,0.75,1.0,0.8571428571428571,0.75
10,levenshtein,string,first_reference_lpage,None,6,2,0,187,0.9897435897435898,0.75,1.0,0.8571428571428571,0.75
10,levenshtein,string,first_reference_doi,None,0,0,0,195,1.0,0,0,0,0
10,levenshtein,string,first_reference_pmid,None,0,0,5,190,0.9743589743589743,0,0.0,0,0.0
10,levenshtein,string,first_reference_pmcid,None,0,0,0,195,1.0,0,0,0,0
10,levenshtein,string,first_all_section_paragraph,None,5,5,0,185,0.9743589743589743,0.5,1.0,0.6666666666666666,0.5
10,levenshtein,string,None,micro,None,None,None,None,0.9814102564102564,0.7129629629629629,0.5789473684210527,0.6390041493775934,0.4695121951219512
10,levenshtein,string,None,macro,None,None,None,None,0.9814102564102565,0.3592261904761904,0.4861111111111111,0.4066809416074122,0.35393518518518513
